"No.","Time","Source","Destination","Protocol","Length","Info"
"17","0.264849","142.250.4.94","192.168.137.7","TCP","66","443  >  39666 [ACK] Seq=4139 Ack=836 Win=268800 Len=0 TSval=1010574743 TSecr=4276230619"
"18","0.264917","142.250.4.94","192.168.137.7","TLSv1.3","836","Application Data, Application Data"
"19","0.267072","192.168.137.7","142.250.4.94","TCP","66","39666  >  443 [ACK] Seq=836 Ack=4909 Win=76800 Len=0 TSval=4276230659 TSecr=1010574743"
"20","0.832940","192.168.137.7","142.250.4.106","UDP","464","48047  >  443 Len=422"
"21","0.834819","192.168.137.7","142.250.4.106","UDP","583","48047  >  443 Len=541"
"22","0.870326","142.250.4.106","192.168.137.7","UDP","72","443  >  48047 Len=30"
"23","0.882337","192.168.137.7","142.250.4.106","UDP","75","48047  >  443 Len=33"
"24","0.896229","192.168.137.7","142.250.4.106","UDP","1267","48047  >  443 Len=1225"
"25","0.918325","142.250.4.106","192.168.137.7","UDP","915","443  >  48047 Len=873"
"26","0.918423","142.250.4.106","192.168.137.7","UDP","466","443  >  48047 Len=424"
"27","0.918459","142.250.4.106","192.168.137.7","UDP","69","443  >  48047 Len=27"
"28","0.918487","142.250.4.106","192.168.137.7","UDP","157","443  >  48047 Len=115"
"29","0.918513","142.250.4.106","192.168.137.7","UDP","868","443  >  48047 Len=826"
"30","0.918542","142.250.4.106","192.168.137.7","UDP","1003","443  >  48047 Len=961"
"31","0.923908","142.250.4.106","192.168.137.7","UDP","69","443  >  48047 Len=27"
"32","0.923980","142.250.4.106","192.168.137.7","UDP","238","443  >  48047 Len=196"
"33","0.932515","192.168.137.7","142.250.4.106","UDP","80","48047  >  443 Len=38"
"34","0.953676","142.250.4.106","192.168.137.7","UDP","261","443  >  48047 Len=219"
"35","0.953773","142.250.4.106","192.168.137.7","UDP","65","443  >  48047 Len=23"
"36","0.965654","192.168.137.7","142.250.4.106","UDP","79","48047  >  443 Len=37"
"37","0.992058","142.250.4.106","192.168.137.7","UDP","68","443  >  48047 Len=26"
"38","1.024094","142.250.4.106","192.168.137.7","UDP","68","443  >  48047 Len=26"
"39","1.215840","192.168.137.7","142.251.12.101","UDP","156","46045  >  443 Len=114"
"40","1.274746","142.251.12.101","192.168.137.7","UDP","70","443  >  46045 Len=28"
"41","1.290746","142.251.12.101","192.168.137.7","UDP","179","443  >  46045 Len=137"
"42","1.290839","142.251.12.101","192.168.137.7","UDP","63","443  >  46045 Len=21"
"43","1.340066","192.168.137.7","142.251.12.101","UDP","156","46045  >  443 Len=114"
"44","1.344872","192.168.137.7","142.251.12.101","UDP","77","46045  >  443 Len=35"
"45","1.351158","192.168.137.7","142.251.12.101","UDP","958","51590  >  443 Len=916"
"46","1.371503","192.168.137.7","142.251.12.101","UDP","74","46045  >  443 Len=32"
"47","1.373427","142.251.12.101","192.168.137.7","UDP","67","443  >  46045 Len=25"
"48","1.376582","142.251.12.101","192.168.137.7","UDP","65","443  >  46045 Len=23"
"49","1.419714","142.251.12.101","192.168.137.7","UDP","70","443  >  51590 Len=28"
"50","1.431124","142.251.12.101","192.168.137.7","UDP","715","443  >  51590 Len=673"
"51","1.431225","142.251.12.101","192.168.137.7","UDP","202","443  >  51590 Len=160"
"52","1.433207","192.168.137.7","142.251.12.101","UDP","77","51590  >  443 Len=35"
"53","1.459271","192.168.137.7","142.251.12.101","UDP","74","51590  >  443 Len=32"
"54","1.488730","142.251.12.101","192.168.137.7","UDP","66","443  >  51590 Len=24"
"55","1.565627","216.239.34.157","192.168.137.7","TLSv1.2","105","Application Data"
"56","1.568169","192.168.137.7","216.239.34.157","TCP","66","36482  >  443 [FIN, ACK] Seq=1 Ack=40 Win=276 Len=0 TSval=4266783569 TSecr=1445543282"
"57","1.605593","216.239.34.157","192.168.137.7","TCP","66","443  >  36482 [FIN, ACK] Seq=40 Ack=2 Win=1034 Len=0 TSval=1445543317 TSecr=4266783569"
"58","1.608161","192.168.137.7","216.239.34.157","TCP","66","36482  >  443 [ACK] Seq=2 Ack=41 Win=276 Len=0 TSval=4266783609 TSecr=1445543317"
"59","1.847223","192.168.137.7","142.250.4.106","UDP","1247","48047  >  443 Len=1205"
"60","1.910500","142.250.4.106","192.168.137.7","UDP","72","443  >  48047 Len=30"
"61","1.922976","192.168.137.7","142.250.4.106","UDP","75","48047  >  443 Len=33"
"62","1.933785","142.250.4.106","192.168.137.7","UDP","779","443  >  48047 Len=737"
"63","1.934010","142.250.4.106","192.168.137.7","UDP","143","443  >  48047 Len=101"
"64","1.946264","192.168.137.7","142.250.4.106","UDP","79","48047  >  443 Len=37"
"65","2.008759","142.250.4.106","192.168.137.7","UDP","68","443  >  48047 Len=26"
"66","2.169825","192.168.137.7","142.250.4.106","UDP","833","48047  >  443 Len=791"
"67","2.196636","192.168.137.7","8.8.4.4","UDP","252","57331  >  443 Len=210"
"68","2.200643","192.168.137.7","8.8.4.4","UDP","252","57331  >  443 Len=210"
"69","2.231127","142.250.4.106","192.168.137.7","UDP","72","443  >  48047 Len=30"
"70","2.236917","8.8.4.4","192.168.137.7","UDP","70","443  >  57331 Len=28"
"71","2.237077","8.8.4.4","192.168.137.7","UDP","603","443  >  57331 Len=561"
"72","2.237161","8.8.4.4","192.168.137.7","UDP","64","443  >  57331 Len=22"
"73","2.238864","192.168.137.7","8.8.4.4","UDP","77","57331  >  443 Len=35"
"74","2.242673","192.168.137.7","142.250.4.106","UDP","75","48047  >  443 Len=33"
"75","2.244120","8.8.4.4","192.168.137.7","UDP","550","443  >  57331 Len=508"
"76","2.244261","8.8.4.4","192.168.137.7","UDP","64","443  >  57331 Len=22"
"77","2.247500","192.168.137.7","8.8.4.4","UDP","77","57331  >  443 Len=35"
"78","2.254398","142.250.4.106","192.168.137.7","UDP","882","443  >  48047 Len=840"
"79","2.254690","142.250.4.106","192.168.137.7","UDP","636","443  >  48047 Len=594"
"80","2.254875","142.250.4.106","192.168.137.7","UDP","69","443  >  48047 Len=27"
"81","2.254988","142.250.4.106","192.168.137.7","UDP","305","443  >  48047 Len=263"
"82","2.256475","192.168.137.7","172.67.132.218","QUIC","1292","Initial, DCID=a7e9f12612fb1fae, PKN: 1, PING, PING, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PING"
"83","2.256475","192.168.137.7","172.67.132.218","QUIC","1292","Initial, DCID=a7e9f12612fb1fae, PKN: 2, PING, PADDING, CRYPTO, PING, PING, CRYPTO, CRYPTO, PING, PING, PING, PADDING, PING, CRYPTO, PING, PADDING"
"84","2.256475","192.168.137.7","142.250.4.106","UDP","71","48047  >  443 Len=29"
"85","2.266821","192.168.137.7","142.250.4.106","UDP","79","48047  >  443 Len=37"
"86","2.273947","192.168.137.7","8.8.4.4","UDP","74","57331  >  443 Len=32"
"87","2.281813","8.8.4.4","192.168.137.7","UDP","65","443  >  57331 Len=23"
"88","2.287950","192.168.137.7","8.8.4.4","UDP","296","51061  >  443 Len=254"
"89","2.287950","192.168.137.7","8.8.4.4","UDP","251","51061  >  443 Len=209"
"90","2.313498","142.250.4.106","192.168.137.7","UDP","67","443  >  48047 Len=25"
"91","2.322850","8.8.4.4","192.168.137.7","UDP","753","443  >  51061 Len=711"
"92","2.322985","8.8.4.4","192.168.137.7","UDP","64","443  >  51061 Len=22"
"93","2.325655","192.168.137.7","8.8.4.4","UDP","77","51061  >  443 Len=35"
"94","2.355250","8.8.4.4","192.168.137.7","UDP","583","443  >  51061 Len=541"
"95","2.355354","8.8.4.4","192.168.137.7","UDP","64","443  >  51061 Len=22"
"96","2.357547","192.168.137.7","8.8.4.4","UDP","77","51061  >  443 Len=35"
"97","2.357846","192.168.137.7","142.250.4.106","UDP","611","48047  >  443 Len=569"
"98","2.359375","192.168.137.7","74.125.200.139","TCP","74","55962  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1242391264 TSecr=0 WS=512"
"99","2.384357","8.8.4.4","192.168.137.7","UDP","66","443  >  51061 Len=24"
"100","2.412046","192.168.137.7","172.67.132.218","QUIC","1292","Initial, DCID=a7e9f12612fb1fae, PKN: 4, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, CRYPTO"
"101","2.417930","74.125.200.139","192.168.137.7","TCP","74","443  >  55962 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM TSval=529265935 TSecr=1242391264 WS=256"
"102","2.418096","8.8.4.4","192.168.137.7","UDP","66","443  >  51061 Len=24"
"103","2.435874","142.250.4.106","192.168.137.7","UDP","72","443  >  48047 Len=30"
"104","2.446249","192.168.137.7","74.125.200.139","TCP","66","55962  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1242391351 TSecr=529265935"
"105","2.448504","192.168.137.7","74.125.200.139","TCP","1454","55962  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=1388 TSval=1242391353 TSecr=529265935 [TCP PDU reassembled in 106]"
"106","2.448504","192.168.137.7","74.125.200.139","TLSv1.3","414","Client Hello (SNI=encrypted-tbn0.gstatic.com)"
"107","2.456773","192.168.137.7","142.250.4.106","UDP","75","48047  >  443 Len=33"
"108","2.478458","142.250.4.106","192.168.137.7","UDP","878","443  >  48047 Len=836"
"109","2.478669","142.250.4.106","192.168.137.7","UDP","629","443  >  48047 Len=587"
"110","2.479751","142.250.4.106","192.168.137.7","UDP","69","443  >  48047 Len=27"
"111","2.479892","142.250.4.106","192.168.137.7","UDP","133","443  >  48047 Len=91"
"112","2.484924","74.125.200.139","192.168.137.7","TCP","66","443  >  55962 [ACK] Seq=1 Ack=1389 Win=267520 Len=0 TSval=529266003 TSecr=1242391353"
"113","2.485086","74.125.200.139","192.168.137.7","TCP","66","443  >  55962 [ACK] Seq=1 Ack=1737 Win=267264 Len=0 TSval=529266006 TSecr=1242391353"
"114","2.485155","74.125.200.139","192.168.137.7","TLSv1.3","1454","Server Hello, Change Cipher Spec"
"115","2.485224","74.125.200.139","192.168.137.7","TCP","1454","443  >  55962 [PSH, ACK] Seq=1389 Ack=1737 Win=267264 Len=1388 TSval=529266007 TSecr=1242391353 [TCP PDU reassembled in 117]"
"116","2.485291","74.125.200.139","192.168.137.7","TCP","1454","443  >  55962 [ACK] Seq=2777 Ack=1737 Win=267264 Len=1388 TSval=529266007 TSecr=1242391353 [TCP PDU reassembled in 117]"
"117","2.485360","74.125.200.139","192.168.137.7","TLSv1.3","1297","Application Data"
"118","2.486886","192.168.137.7","74.125.200.139","TCP","66","55962  >  443 [ACK] Seq=1737 Ack=1389 Win=68608 Len=0 TSval=1242391392 TSecr=529266007"
"119","2.486886","192.168.137.7","74.125.200.139","TCP","66","55962  >  443 [ACK] Seq=1737 Ack=2777 Win=71168 Len=0 TSval=1242391392 TSecr=529266007"
"120","2.487316","192.168.137.7","74.125.200.139","TCP","66","55962  >  443 [ACK] Seq=1737 Ack=4165 Win=74240 Len=0 TSval=1242391392 TSecr=529266007"
"121","2.487578","192.168.137.7","74.125.200.139","TCP","66","55962  >  443 [ACK] Seq=1737 Ack=5396 Win=76800 Len=0 TSval=1242391392 TSecr=529266007"
"122","2.490159","192.168.137.7","142.250.4.106","UDP","79","48047  >  443 Len=37"
"123","2.495805","192.168.137.7","74.125.200.139","TLSv1.3","140","Change Cipher Spec, Application Data"
"124","2.495805","192.168.137.7","74.125.200.139","TLSv1.3","158","Application Data"
"125","2.496314","192.168.137.7","74.125.200.139","TLSv1.3","349","Application Data"
"126","2.511259","172.67.132.218","192.168.137.7","QUIC","1242","Initial, SCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694, PKN: 0, ACK"
"127","2.511477","172.67.132.218","192.168.137.7","QUIC","1242","Initial, SCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694, PKN: 1, ACK"
"128","2.511579","172.67.132.218","192.168.137.7","QUIC","1242","Initial, SCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694, PKN: 2, CRYPTO"
"129","2.511739","172.67.132.218","192.168.137.7","QUIC","1242","Initial, SCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694, PKN: 3, CRYPTO"
"130","2.511815","172.67.132.218","192.168.137.7","QUIC","1242","Handshake, SCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694"
"131","2.511892","172.67.132.218","192.168.137.7","QUIC","982","Handshake, SCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694"
"132","2.520753","192.168.137.7","172.67.132.218","QUIC","1292","Initial, DCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694, PKN: 5, ACK, PADDING"
"133","2.520753","192.168.137.7","172.67.132.218","QUIC","93","Handshake, DCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694"
"134","2.528669","192.168.137.7","172.67.132.218","QUIC","127","Handshake, DCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694"
"135","2.528669","192.168.137.7","172.67.132.218","QUIC","125","Protected Payload (KP0), DCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694"
"136","2.529021","74.125.200.139","192.168.137.7","TLSv1.3","1048","Application Data, Application Data"
"137","2.529110","74.125.200.139","192.168.137.7","TCP","66","443  >  55962 [ACK] Seq=6378 Ack=2186 Win=267008 Len=0 TSval=529266053 TSecr=1242391401"
"138","2.529960","74.125.200.139","192.168.137.7","TLSv1.3","97","Application Data"
"139","2.530084","74.125.200.139","192.168.137.7","TLSv1.3","597","Application Data"
"140","2.530164","74.125.200.139","192.168.137.7","TLSv1.3","874","Application Data"
"141","2.530227","74.125.200.139","192.168.137.7","TLSv1.3","105","Application Data"
"142","2.536167","192.168.137.7","74.125.200.139","TCP","66","55962  >  443 [ACK] Seq=2186 Ack=6409 Win=79872 Len=0 TSval=1242391441 TSecr=529266052"
"143","2.536463","192.168.137.7","74.125.200.139","TCP","66","55962  >  443 [ACK] Seq=2186 Ack=7787 Win=84992 Len=0 TSval=1242391441 TSecr=529266054"
"144","2.538791","192.168.137.7","74.125.200.139","TLSv1.3","97","Application Data"
"145","2.538791","192.168.137.7","74.125.200.139","TLSv1.3","105","Application Data"
"146","2.545284","142.250.4.106","192.168.137.7","UDP","68","443  >  48047 Len=26"
"147","2.568861","74.125.200.139","192.168.137.7","TCP","66","443  >  55962 [ACK] Seq=7787 Ack=2256 Win=267008 Len=0 TSval=529266093 TSecr=1242391444"
"148","2.570875","192.168.137.7","142.250.4.106","UDP","611","48047  >  443 Len=569"
"149","2.631985","142.250.4.106","192.168.137.7","UDP","72","443  >  48047 Len=30"
"150","2.643879","192.168.137.7","142.250.4.106","UDP","75","48047  >  443 Len=33"
"151","2.654633","142.250.4.106","192.168.137.7","UDP","928","443  >  48047 Len=886"
"152","2.654802","142.250.4.106","192.168.137.7","UDP","317","443  >  48047 Len=275"
"153","2.654876","142.250.4.106","192.168.137.7","UDP","69","443  >  48047 Len=27"
"154","2.654939","142.250.4.106","192.168.137.7","UDP","238","443  >  48047 Len=196"
"155","2.660158","192.168.137.7","142.250.4.106","UDP","1029","48047  >  443 Len=987"
"156","2.675963","172.67.132.218","192.168.137.7","QUIC","1242","Initial, SCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694, PKN: 6, ACK"
"157","2.740011","142.250.4.106","192.168.137.7","UDP","72","443  >  48047 Len=30"
"158","2.752443","192.168.137.7","142.250.4.106","UDP","75","48047  >  443 Len=33"
"159","2.764265","142.250.4.106","192.168.137.7","UDP","691","443  >  48047 Len=649"
"160","2.764424","142.250.4.106","192.168.137.7","UDP","279","443  >  48047 Len=237"
"161","2.764498","172.67.132.218","192.168.137.7","QUIC","466","Protected Payload (KP0)"
"162","2.764580","172.67.132.218","192.168.137.7","QUIC","89","Protected Payload (KP0)"
"163","2.764641","172.67.132.218","192.168.137.7","QUIC","66","Protected Payload (KP0)"
"164","2.764703","172.67.132.218","192.168.137.7","QUIC","66","Protected Payload (KP0)"
"165","2.769811","192.168.137.7","172.67.132.218","QUIC","85","Protected Payload (KP0), DCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694"
"166","2.769811","192.168.137.7","172.67.132.218","QUIC","85","Protected Payload (KP0), DCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694"
"167","2.773822","192.168.137.7","142.250.4.106","UDP","841","48047  >  443 Len=799"
"168","2.834243","142.250.4.106","192.168.137.7","UDP","72","443  >  48047 Len=30"
"169","2.845920","192.168.137.7","142.250.4.106","UDP","75","48047  >  443 Len=33"
"170","2.864008","142.250.4.106","192.168.137.7","UDP","887","443  >  48047 Len=845"
"171","2.864183","142.250.4.106","192.168.137.7","UDP","1029","443  >  48047 Len=987"
"172","2.864251","142.250.4.106","192.168.137.7","UDP","69","443  >  48047 Len=27"
"173","2.864352","142.250.4.106","192.168.137.7","UDP","86","443  >  48047 Len=44"
"174","2.879759","192.168.137.7","74.125.200.139","QUIC","1292","Initial, DCID=1e7da78de0d7c5e3, PKN: 1, PING, PADDING, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PING, PING, PING, PING, CRYPTO, CRYPTO, PING, CRYPTO"
"175","2.879759","192.168.137.7","74.125.200.139","QUIC","1292","Initial, DCID=1e7da78de0d7c5e3, PKN: 2, PADDING, PING, PADDING, PING, CRYPTO, PING, PING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PING, PADDING, PING, CRYPTO, PADDING, CRYPTO"
"176","2.879759","192.168.137.7","142.250.4.106","UDP","79","48047  >  443 Len=37"
"177","2.879759","192.168.137.7","74.125.200.139","TLSv1.3","178","Application Data"
"178","2.920032","74.125.200.139","192.168.137.7","TLSv1.3","194","Application Data"
"179","2.920213","74.125.200.139","192.168.137.7","TLSv1.3","1454","Application Data"
"180","2.920301","74.125.200.139","192.168.137.7","TLSv1.3","143","Application Data"
"181","2.920369","74.125.200.139","192.168.137.7","TLSv1.3","105","Application Data"
"182","2.920437","74.125.200.139","192.168.137.7","QUIC","82","Initial, SCID=fe7da78de0d7c5e3, PKN: 1, ACK"
"183","2.920504","74.125.200.139","192.168.137.7","QUIC","1292","Initial, SCID=fe7da78de0d7c5e3, PKN: 2, ACK, PADDING"
"184","2.920575","74.125.200.139","192.168.137.7","QUIC","1292","Initial, SCID=fe7da78de0d7c5e3, PKN: 3, CRYPTO, PADDING"
"185","2.920647","74.125.200.139","192.168.137.7","QUIC","1292","Initial, SCID=fe7da78de0d7c5e3, PKN: 4, CRYPTO, PADDING"
"186","2.920718","74.125.200.139","192.168.137.7","QUIC","68","Protected Payload (KP0)"
"187","2.920784","74.125.200.139","192.168.137.7","QUIC","1288","Protected Payload (KP0)"
"188","2.920853","74.125.200.139","192.168.137.7","QUIC","1292","Handshake, SCID=fe7da78de0d7c5e3"
"189","2.920918","74.125.200.139","192.168.137.7","QUIC","1292","Handshake, SCID=fe7da78de0d7c5e3"
"190","2.922152","192.168.137.7","74.125.200.139","TCP","66","55962  >  443 [ACK] Seq=2368 Ack=9303 Win=90624 Len=0 TSval=1242391827 TSecr=529266437"
"191","2.923101","192.168.137.7","74.125.200.139","TCP","66","55962  >  443 [ACK] Seq=2368 Ack=9419 Win=90624 Len=0 TSval=1242391827 TSecr=529266438"
"192","2.923633","192.168.137.7","74.125.200.139","TLSv1.3","105","Application Data"
"193","2.926640","192.168.137.7","74.125.200.139","QUIC","1292","Initial, DCID=fe7da78de0d7c5e3, PKN: 3, ACK, PADDING"
"194","2.926640","192.168.137.7","74.125.200.139","QUIC","81","Handshake, DCID=fe7da78de0d7c5e3"
"195","2.927096","192.168.137.7","74.125.200.139","QUIC","211","Protected Payload (KP0), DCID=fe7da78de0d7c5e3"
"196","2.928945","142.250.4.106","192.168.137.7","UDP","68","443  >  48047 Len=26"
"197","2.952055","192.168.137.7","142.250.4.106","UDP","617","48047  >  443 Len=575"
"198","2.971074","74.125.200.139","192.168.137.7","QUIC","163","Protected Payload (KP0)"
"199","2.971212","74.125.200.139","192.168.137.7","QUIC","1008","Protected Payload (KP0)"
"200","2.971279","74.125.200.139","192.168.137.7","TCP","66","443  >  55962 [ACK] Seq=9419 Ack=2407 Win=267008 Len=0 TSval=529266485 TSecr=1242391829"
"201","2.972604","192.168.137.7","74.125.200.139","QUIC","75","Protected Payload (KP0), DCID=fe7da78de0d7c5e3"
"202","2.973272","192.168.137.7","74.125.200.139","QUIC","74","Protected Payload (KP0), DCID=fe7da78de0d7c5e3"
"203","2.999193","74.125.200.139","192.168.137.7","QUIC","66","Protected Payload (KP0)"
"204","2.999333","172.67.132.218","192.168.137.7","QUIC","91","Protected Payload (KP0)"
"205","3.000889","192.168.137.7","172.67.132.218","QUIC","89","Protected Payload (KP0), DCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694"
"206","3.004667","142.250.4.106","192.168.137.7","UDP","72","443  >  48047 Len=30"
"207","3.017278","192.168.137.7","142.250.4.106","UDP","75","48047  >  443 Len=33"
"208","3.039360","142.250.4.106","192.168.137.7","UDP","907","443  >  48047 Len=865"
"209","3.039551","142.250.4.106","192.168.137.7","UDP","707","443  >  48047 Len=665"
"210","3.042045","142.250.4.106","192.168.137.7","UDP","69","443  >  48047 Len=27"
"211","3.042208","142.250.4.106","192.168.137.7","UDP","103","443  >  48047 Len=61"
"212","3.052649","192.168.137.7","142.250.4.106","UDP","79","48047  >  443 Len=37"
"213","3.061643","192.168.137.7","74.125.200.139","QUIC","364","Protected Payload (KP0), DCID=fe7da78de0d7c5e3"
"214","3.113460","74.125.200.139","192.168.137.7","QUIC","1288","Protected Payload (KP0)"
"215","3.113656","74.125.200.139","192.168.137.7","QUIC","1271","Protected Payload (KP0)"
"216","3.113745","142.250.4.106","192.168.137.7","UDP","68","443  >  48047 Len=26"
"217","3.116292","192.168.137.7","74.125.200.139","QUIC","77","Protected Payload (KP0), DCID=fe7da78de0d7c5e3"
"218","3.189022","74.125.200.139","192.168.137.7","QUIC","66","Protected Payload (KP0)"
"219","3.229905","172.67.132.218","192.168.137.7","QUIC","70","Protected Payload (KP0)"
"220","3.257117","192.168.137.7","172.67.132.218","QUIC","86","Protected Payload (KP0), DCID=01d3505ebb397c945ed7dc5ee439b5f7b8e39694"
"221","3.268455","192.168.137.7","142.250.4.106","UDP","618","48047  >  443 Len=576"
"222","3.308979","142.250.4.106","192.168.137.7","UDP","72","443  >  48047 Len=30"
"223","3.321138","192.168.137.7","142.250.4.106","UDP","75","48047  >  443 Len=33"
"224","3.336704","142.250.4.106","192.168.137.7","UDP","892","443  >  48047 Len=850"
"225","3.336902","142.250.4.106","192.168.137.7","UDP","167","443  >  48047 Len=125"
"226","3.337029","142.250.4.106","192.168.137.7","UDP","279","443  >  48047 Len=237"
"227","3.337111","142.250.4.106","192.168.137.7","UDP","69","443  >  48047 Len=27"
"228","3.337179","142.250.4.106","192.168.137.7","UDP","133","443  >  48047 Len=91"
"229","3.348848","192.168.137.7","142.250.4.106","UDP","79","48047  >  443 Len=37"
"230","3.391525","142.250.4.106","192.168.137.7","UDP","68","443  >  48047 Len=26"
"231","3.448376","192.168.137.7","142.250.4.106","UDP","618","48047  >  443 Len=576"
"232","3.511918","142.250.4.106","192.168.137.7","UDP","72","443  >  48047 Len=30"
"233","3.524067","192.168.137.7","142.250.4.106","UDP","75","48047  >  443 Len=33"
"234","3.533014","142.250.4.106","192.168.137.7","UDP","885","443  >  48047 Len=843"
"235","3.533153","142.250.4.106","192.168.137.7","UDP","387","443  >  48047 Len=345"
"236","3.535594","142.250.4.106","192.168.137.7","UDP","69","443  >  48047 Len=27"
"237","3.535731","142.250.4.106","192.168.137.7","UDP","179","443  >  48047 Len=137"
"238","3.547758","192.168.137.7","142.250.4.106","UDP","79","48047  >  443 Len=37"
"239","3.588227","142.250.4.106","192.168.137.7","UDP","68","443  >  48047 Len=26"
"240","3.650301","192.168.137.7","142.250.4.106","UDP","619","48047  >  443 Len=577"
"241","3.697170","142.250.4.106","192.168.137.7","UDP","72","443  >  48047 Len=30"
"242","3.708870","192.168.137.7","142.250.4.106","UDP","75","48047  >  443 Len=33"
"243","3.725944","142.250.4.106","192.168.137.7","UDP","922","443  >  48047 Len=880"
"244","3.726048","142.250.4.106","192.168.137.7","UDP","375","443  >  48047 Len=333"
"245","3.726089","142.250.4.106","192.168.137.7","UDP","69","443  >  48047 Len=27"
"246","3.726124","142.250.4.106","192.168.137.7","UDP","317","443  >  48047 Len=275"
"247","3.738788","192.168.137.7","142.250.4.106","UDP","79","48047  >  443 Len=37"
"248","3.783160","142.250.4.106","192.168.137.7","UDP","68","443  >  48047 Len=26"
"249","3.867553","192.168.137.7","142.250.4.106","UDP","619","48047  >  443 Len=577"
"250","3.909684","142.250.4.106","192.168.137.7","UDP","72","443  >  48047 Len=30"
"251","3.921755","192.168.137.7","142.250.4.106","UDP","75","48047  >  443 Len=33"
"252","3.935136","142.250.4.106","192.168.137.7","UDP","906","443  >  48047 Len=864"
"253","3.935340","142.250.4.106","192.168.137.7","UDP","364","443  >  48047 Len=322"
"254","3.935421","142.250.4.106","192.168.137.7","UDP","69","443  >  48047 Len=27"
"255","3.935491","142.250.4.106","192.168.137.7","UDP","205","443  >  48047 Len=163"
"256","3.947061","192.168.137.7","142.250.4.106","UDP","79","48047  >  443 Len=37"
